Date,Open,High,Low,Close,Volume,Ma25,Ma75,Signal
2021-12-27,35954.48046875,36306.609375,35954.48046875,36302.37890625,244350000,35433.78140625,35263.905885416665,1.00481726333394
2021-12-28,36302.98828125,36527.26171875,36302.98828125,36398.2109375,239090000,35465.630625,35287.77911458333,1.0050400312765266
2021-12-29,36421.140625,36571.55078125,36396.19140625,36488.62890625,213480000,35500.40578125,35309.36578125,1.0054104625153433
2021-12-30,36522.48046875,36679.44140625,36372.12890625,36398.078125,205620000,35523.776875,35333.63921875,1.0053812078363302
2021-12-31,36385.8515625,36484.94140625,36303.96875,36338.30078125,213200000,35545.13375,35353.958020833335,1.005407477404765
2022-01-03,36321.58984375,36595.8203125,36246.44921875,36585.05859375,347930000,35612.5625,35378.407864583336,1.0066185747055925
2022-01-04,36636.0,36934.83984375,36636.0,36799.6484375,435080000,35679.11078125,35407.938125,1.007658527172429
2022-01-05,36722.6015625,36952.6484375,36400.390625,36407.109375,462040000,35756.04640625,35440.426666666666,1.0089056416434228
2022-01-06,36409.05078125,36464.19140625,36200.6796875,36236.46875,385890000,35844.62359375,35471.31505208334,1.0105242374329377
2022-01-07,36249.58984375,36382.83984375,36111.53125,36231.66015625,356110000,35908.2984375,35497.62625,1.0115690042091194
2022-01-10,36175.2109375,36175.2109375,35639.91015625,36068.87109375,430680000,35967.85015625,35515.01359375,1.012750567061016
2022-01-11,36058.8515625,36271.46875,35769.37890625,36252.01953125,356850000,36008.8496875,35534.40052083333,1.013351826953954
2022-01-12,36336.16015625,36453.48828125,36168.1484375,36290.3203125,310180000,36031.6853125,35553.34651041667,1.0134541147045941
2022-01-13,36312.48828125,36513.87890625,36044.21875,36113.62109375,343640000,36046.04015625,35577.52828125,1.0131687584167255
2022-01-14,35996.4296875,35996.4296875,35641.48828125,35911.80859375,389200000,36052.32484375,35597.809479166666,1.012768071160371
2022-01-18,35661.76171875,35661.76171875,35262.01953125,35368.46875,427260000,36028.2240625,35618.136770833335,1.0115134403100634
2022-01-19,35412.30078125,35547.828125,35015.48828125,35028.6484375,393080000,36003.33203125,35627.49927083333,1.0105489514590869
2022-01-20,35102.66015625,35490.19921875,34670.12109375,34715.390625,369070000,35970.18046875,35636.99885416667,1.0093493174312116
2022-01-21,34701.69140625,34896.671875,34229.55078125,34265.37109375,523880000,35903.698125,35636.34151041666,1.0075023586387282
2022-01-24,34070.609375,34420.98828125,33150.328125,34364.5,664010000,35842.3725,35635.64166666667,1.0058012378524588
2022-01-25,34186.640625,34591.0390625,33545.51953125,34297.73046875,506430000,35799.6640625,35629.54552083334,1.0047746480955586
2022-01-26,34520.8203125,34815.671875,33876.48046875,34168.08984375,546330000,35769.10125,35621.83671875,1.0041341083115034
2022-01-27,34261.75,34773.3203125,34007.78125,34160.78125,527780000,35715.82453125,35617.36635416667,1.00276433063872
2022-01-28,34135.23828125,34731.76953125,33807.51171875,34725.46875,568440000,35674.68765625,35621.99473958334,1.0014792241998764
2022-01-31,34691.171875,35148.140625,34496.1015625,35131.859375,468070000,35641.9396875,35632.04875,1.0002775854279218
2022-02-01,35151.46875,35441.08984375,34977.94921875,35405.23828125,386080000,35606.0540625,35638.6178125,0.9990862790983835
2022-02-02,35378.19140625,35679.19921875,35290.12109375,35629.328125,359540000,35575.29875,35643.078697916666,0.9980983699951647
2022-02-03,35520.078125,35535.94140625,35071.05859375,35111.16015625,381020000,35520.2,35641.112708333334,0.99660749344941
2022-02-04,35095.73828125,35333.55078125,34799.078125,35089.73828125,349880000,35467.86640625,35636.21177083333,0.9952760028011419
2022-02-07,35108.37890625,35325.01171875,34993.98046875,35091.12890625,328910000,35417.97953125,35629.30229166667,0.994068849322764
2022-02-08,35160.6796875,35544.890625,35090.421875,35462.78125,319190000,35373.0884375,35627.431666666664,0.992861028222682
2022-02-09,35614.8984375,35824.28125,35614.8984375,35768.05859375,333610000,35331.82484375,35628.645520833335,0.9916690440306025
2022-02-10,35630.80859375,35800.23828125,35100.71875,35241.58984375,411620000,35285.2040625,35621.984739583335,0.990545707109096
2022-02-11,35267.890625,35431.1484375,34620.51953125,34738.05859375,398860000,35225.26765625,35608.40046875,0.98924038127362
2022-02-14,34694.5,34744.55859375,34304.28125,34566.171875,370320000,35158.648125,35596.073541666665,0.9877114138402192
2022-02-15,34686.19140625,35047.7890625,34686.19140625,34988.83984375,305670000,35115.446875,35586.185,0.9867718856348329
2022-02-16,34951.828125,35042.08984375,34642.640625,34934.26953125,294410000,35062.736875,35574.38114583334,0.985617619917662
2022-02-17,34858.46875,34858.46875,34246.23046875,34312.03125,348720000,34983.6053125,35553.023697916666,0.9839839674325639
2022-02-18,34310.44921875,34423.578125,33976.1796875,34079.1796875,414080000,34902.22765625,35526.71104166667,0.982422144715725
2022-02-22,33974.08984375,34024.73828125,33364.2890625,33596.609375,432090000,34809.6196875,35492.564791666664,0.9807580796661105
2022-02-23,33680.96875,33832.58984375,33084.8984375,33131.76171875,370600000,34720.15140625,35452.66520833333,0.9793382585546445
2022-02-24,32830.328125,33269.33984375,32272.640625,33223.828125,590850000,34647.95859375,35411.27692708333,0.9784442019725776
2022-02-25,33277.21875,34095.73828125,33277.21875,34058.75,417630000,34621.69296875,35379.63067708333,0.9785770033822236
2022-02-28,33870.62109375,33963.62890625,33469.30859375,33892.6015625,443460000,34606.7821875,35347.265625,0.9790511819116136
2022-03-01,33813.48046875,33870.140625,33107.671875,33294.94921875,438730000,34564.00015625,35310.13239583333,0.9788691746828063
2022-03-02,33379.51171875,34013.671875,33379.51171875,33891.3515625,400920000,34547.745,35283.06734375,0.9791593418852725
2022-03-03,33972.87109375,34179.0703125,33641.53125,33794.66015625,369740000,34532.8078125,35252.32536458333,0.979589500986332
2022-03-04,33655.4296875,33655.4296875,33254.12109375,33614.80078125,408390000,34510.96859375,35219.35671875,0.979886397964138
2022-03-07,33579.75,33579.75,32806.1484375,32817.37890625,488400000,34434.645,35175.02552083333,0.9789515285384847
2022-03-08,32885.171875,33402.98046875,32578.73046875,32632.640625,553750000,34334.67625,35131.04671875,0.9773314335002443
2022-03-09,32860.421875,33457.28125,32860.421875,33286.25,418670000,34249.91671875,35096.5840625,0.9758760755108744
2022-03-10,33106.76953125,33236.58984375,32819.76171875,33174.0703125,399480000,34151.70640625,35064.211927083335,0.9739761577208434
2022-03-11,33279.71875,33515.609375,32911.890625,32944.19140625,369480000,34065.02765625,35028.54447916667,0.9724933811197973
2022-03-14,33000.37109375,33395.58984375,32818.16015625,32945.23828125,394940000,33979.24765625,34990.29697916667,0.9711048659141519
2022-03-15,32989.26953125,33620.83984375,32989.26953125,33544.33984375,388810000,33917.37609375,34960.163125,0.970172134851845
2022-03-16,33653.9296875,34075.94140625,33391.23828125,34063.1015625,427400000,33861.38890625,34949.01328125,0.9688796829184444
2022-03-17,33995.390625,34483.921875,33896.05859375,34480.76171875,339470000,33809.89703125,34940.27755208333,0.9676482100307205
2022-03-18,34466.71875,34755.19921875,34279.828125,34754.9296875,615420000,33790.430625,34943.89369791667,0.9669909975434295
2022-03-21,34669.8515625,34808.28125,34341.80859375,34552.98828125,408490000,33783.0278125,34950.973020833335,0.966583327805004
2022-03-22,34583.23828125,34882.03125,34583.23828125,34807.4609375,368550000,33792.679375,34953.208645833336,0.966797632726869
2022-03-23,34748.83984375,34748.83984375,34352.9609375,34358.5,347880000,33767.46578125,34950.254270833335,0.9661579432178725
2022-03-24,34406.80859375,34713.55859375,34355.421875,34707.94140625,324870000,33758.41265625,34943.33307291667,0.9660902291663453
2022-03-25,34702.390625,34942.69921875,34631.51953125,34861.23828125,285440000,33780.3809375,34931.89052083333,0.9670355779156421
2022-03-28,34833.03125,34957.9296875,34552.23046875,34955.890625,299790000,33815.449375,34921.2390625,0.9683347522256893
2022-03-29,35114.3515625,35372.26171875,35030.0703125,35294.19140625,355050000,33883.35265625,34915.0990625,0.9704498502380555
2022-03-30,35273.62890625,35361.359375,35058.578125,35228.80859375,317320000,33967.23453125,34905.20333333333,0.9731281094934174
2022-03-31,35201.51953125,35201.51953125,34677.98828125,34678.3515625,433400000,34025.41546875,34892.235364583335,0.975157226621451
2022-04-01,34740.890625,34847.91015625,34538.25,34818.26953125,340400000,34055.79625,34882.5565625,0.9762987465950589
2022-04-04,34799.98046875,34940.78125,34615.37890625,34921.87890625,316570000,34096.96734375,34869.14921875,0.9778548690661838
2022-04-05,34876.328125,35112.2109375,34566.0390625,34641.1796875,304010000,34150.8165625,34852.39640625,0.9798699683209103
2022-04-06,34520.33984375,34609.83984375,34277.171875,34496.51171875,386250000,34175.02296875,34840.81067708333,0.9808905793121727
2022-04-07,34439.23828125,34705.828125,34190.94921875,34583.5703125,319870000,34206.579375,34836.1628125,0.9819273023585109
2022-04-08,34569.23828125,34908.4609375,34470.19140625,34721.12109375,301750000,34250.8321875,34825.87510416667,0.9834880555062384
2022-04-11,34630.26953125,34701.33984375,34272.2890625,34308.078125,333290000,34310.46015625,34806.597604166665,0.9857458791704113
2022-04-12,34412.51171875,34669.96875,34102.80859375,34220.359375,333510000,34373.96890625,34783.52828125,0.988225479264541
2022-04-13,34166.640625,34598.359375,34140.640625,34564.58984375,313630000,34425.1025,34760.357760416664,0.9903552413721577
2022-04-14,34628.4609375,34889.171875,34437.5,34451.23046875,353680000,34476.18890625,34734.39802083333,0.9925661842641273
2022-04-18,34411.48828125,34618.2890625,34279.078125,34411.69140625,264110000,34534.88890625,34706.70552083333,0.9950494692018464
2022-04-19,34394.62109375,34983.109375,34394.62109375,34911.19921875,296350000,34613.52734375,34686.88046875,0.9978852775456102
2022-04-20,34962.671875,35315.3984375,34962.671875,35160.7890625,337620000,34678.1853125,34671.1803125,1.0002020410016867
2022-04-21,35258.80078125,35492.21875,34723.8203125,34792.76171875,366390000,34707.37171875,34647.28302083333,1.0017342975459442
2022-04-22,34727.37890625,34727.37890625,33773.390625,33811.3984375,373280000,34680.5971875,34607.4396875,1.0021139240770367
2022-04-25,33731.6484375,34106.01171875,33323.37109375,34049.4609375,416900000,34652.3784375,34576.004375,1.0022088747349658
2022-04-26,33907.48828125,33909.51171875,33230.94921875,33240.1796875,400020000,34599.86609375,34536.05385416667,1.0018476992146466
2022-04-27,33450.921875,33697.1796875,33108.890625,33301.9296875,447230000,34539.64484375,34496.99078125,1.0012364574861174
2022-04-28,33425.9609375,34054.7890625,33248.4609375,33916.390625,440380000,34521.96046875,34468.291041666664,1.0015570666679836
2022-04-29,33787.01171875,33919.58984375,32913.1484375,32977.2109375,501560000,34452.73125,34424.626927083336,1.0008164016701238
