月齢,日時,Ser.No.,Day.No.,場所,通称,Style,開始時刻,終了時刻,開始ー北緯度,開始ー北緯分,開始ー緯度度,開始ー緯度分,終了ー北緯度,終了ー北緯分,終了ー緯度度,終了ー緯度分,
25.7,2013/05/06 ,850,4,波照間島南西,,D,15:25,15:57,24,3.008,123,44.676,24,3.274,123,44.281,
26.0,2008/05/02 ,377,1,石垣島白保崎,シラホドオン,D,10:07,10:48,24,21.564,124,15.614,24,21.313,124,15.598,
26.0,2008/05/02 ,378,2,石垣島白保崎,シラホトゥガイ,D,11:20,12:11,24,21.430,124,15.619,24,21.032,124,15.597,
26.0,2008/05/02 ,379,3,石垣島サクラグチ,サクラグチ,D,15:03,15:47,24,19.474,124,10.996,24,19.260,124,10.717,
26.0,2009/08/17 ,541,1,石垣島平久保東,ヤッチャグチ,D,10:30,11:10,24,33.428,124,20.129,24,33.514,124,20.222,
26.0,2009/08/17 ,542,2,石垣島平久保東,ヤッチャグチ,A,12:00,12:40,24,33.937,124,21.127,,,,,
26.0,2009/08/17 ,543,3,石垣島平久保東,ヤッチャグチ,D,13:35,14:34,24,34.111,124,20.926,24,33.958,124,20.833,
26.0,2009/08/17 ,544,4,石垣島トムル崎,ビールンジュ,D,15:04,15:54,24,32.361,124,18.998,24,31.926,124,18.869,
26.3,2010/08/07 ,690,1,ヨナラ水道,,D,09:48,10:33,24,19.716,123,56.842,24,19.078,123,57.112,
26.3,2010/08/07 ,691,2,西表島野原崎北,ヨナランジュ,D,11:09,11:45,24,22.333,123,57.099,24,22.378,123,57.162,
26.3,2010/08/07 ,692,3,西表島野原崎北,ヨナランジュ,D,12:29,13:09,24,22.350,123,57.099,24,22.378,123,57.150,
27.0,2008/05/03 ,380,1,鳩間島東,,D,10:13,11:02,24,27.997,123,50.361,24,28.070,123,50.318,
27.0,2008/05/03 ,381,2,鳩間島北東,,D,11:28,12:20,24,28.710,123,49.714,24,28.670,123,49.824,
27.0,2008/05/03 ,382,3,西表島ユシン,ユシン,D,14:31,15:30,24,24.346,123,52.886,24,24.215,123,53.086,
27.0,2008/07/30 ,415,1,西表島北,ノバルグチ,A,10:21,11:16,24,33.889,123,54.350,24,23.869,123,54.338,
27.0,2008/07/30 ,416,2,西表島野原崎北,ヨナランジュ,D,12:07,12:50,24,22.338,123,57.092,24,22.143,123,57.195,
27.0,2008/07/30 ,417,3,小浜島北西,クバマビシ,D,15:05,16:11,24,22.046,123,57.545,24,22.174,123,57.923,
27.0,2009/08/18 ,545,1,波照間島北西,,D,10:38,11:27,24,4.344,123,43.205,24,4.092,123,43.275,
27.0,2009/08/18 ,546,2,波照間島北西,,D,11:49,12:25,24,4.391,123,43.242,24,4.315,123,43.290,
27.0,2009/08/18 ,547,3,波照間島南,,D,13:25,14:13,24,2.632,123,47.403,24,2.583,123,47.420,
27.0,2009/08/18 ,548,4,波照間島タカナ崎,,D,14:43,15:18,24,2.912,123,48.242,24,2.990,123,48.403,
27.3,2010/08/08 ,693,1,西表島南,ナカバマー,D,10:32,11:28,24,16.376,123,47.263,24,16.239,123,47.403,
27.3,2010/08/08 ,694,2,西表島南,ナカバマー,D,11:48,12:28,24,16.226,123,47.601,24,16.058,123,47.926,
27.3,2010/08/08 ,695,3,西表島南,ナカバマー,D,14:36,15:08,24,15.997,123,48.573,24,15.924,123,48.182,
27.3,2010/11/04 ,723,1,黒島西,,D,09:57,10:49,24,13.496,123,59.756,24,12.850,123,0.050,
27.3,2010/11/04 ,724,2,黒島南西,,D,11:11,11:51,24,12.662,124,0.316,24,12.533,124,0.729,
27.3,2010/11/04 ,725,3,黒島西,,D,14:18,15:08,24,14.233,123,59.220,24,14.910,123,59.035,
27.5,2011/05/01 ,761,1,鳩間島南西,,A,10:37,10:54,24,27.235,123,49.968,,,,,
27.5,2011/05/01 ,762,2,鳩間島南西,,D,12:22,13:15,24,27.316,123,50.668,24,27.593,123,50.524,
27.5,2011/05/01 ,763,3,鳩間島北,,D,14:01,15:05,24,28.679,123,49.748,24,28.804,123,49.377,
27.7,2004/08/14 ,41,1,石垣島南,サクラグチ,A,15:16,16:04,24,19.377,124,10.910,,,,,
27.7,2004/08/14 ,42,2,竹富島南東,ウーロンマガイ,A,17:13,18:10,24,15.027,124,7.505,,,,,
27.7,2009/09/17 ,559,1,鳩間島西,,D,10:40,11:23,24,28.319,123,48.092,24,28.727,123,48.068,
27.7,2009/09/17 ,560,2,鳩間島南,,A,12:04,12:42,,,,,,,,,
27.7,2009/09/17 ,561,3,鳩間島東,,D,13:42,15:39,24,27.338,123,50.637,24,27.448,123,50.600,
28.0,2008/05/04 ,383,1,石垣島明石東,ビールンジュ,D,10:01,10:50,24,32.043,124,18.860,24,31.784,124,18.824,
28.0,2008/05/04 ,384,2,石垣島トムル崎,ニシグルチ,D,11:37,12:34,24,30.914,124,18.341,24,31.032,124,18.744,
28.0,2008/05/04 ,385,3,石垣島野原崎,トゥールーグチ,D,14:55,15:47,24,26.325,124,16.035,24,26.707,124,16.311,
28.0,2008/07/31 ,418,1,竹富島南,ヒーグルマー,D,09:26,10:20,24,16.013,124,9.526,24,16.365,124,9.496,
28.0,2008/07/31 ,419,2,竹富島南,ヒーグルマー,D,10:50,11:54,24,16.427,124,9.482,24,16.341,124,9.495,124.158255
28.0,2008/07/31 ,420,3,竹富島南西,ユイサーグチ,D,14:31,15:27,24,17.643,124,9.841,24,17.865,124,9.926,124.165431
28.2,2011/06/30 ,779,1,石垣島平久保東,ヤッチャグチ,D,09:40,10:33,24,33.472,124,20.155,24,33.587,124,20.357,
28.2,2011/06/30 ,780,2,石垣島平久保東,ヤッチャグチ,D,,,24,33.533,124,20.390,24,33.865,124,20.743,
28.2,2011/06/30 ,781,3,石垣島玉取崎,タマトリグチ,D,14:00,14:52,24,28.666,124,17.317,24,28.658,124,17.638,
28.3,2006/09/21 ,220,1,黒島南,,D,11:19,12:08,24,13.064,123,59.923,24,12.644,124,0.423,
28.3,2006/09/21 ,221,2,黒島東,ケングチ,D,13:53,14:56,24,12.708,124,61.120,24,12.678,124,1.109,
28.3,2006/09/21 ,222,3,黒島東,,D,15:38,16:34,24,14.085,124,2.824,24,13.785,124,2.679,
28.3,2010/11/05 ,726,1,竹富島南,カタグァー,D,09:44,10:20,24,15.187,124,5.316,24,14.715,124,5.769,
28.3,2010/11/05 ,727,2,竹富島南,カタグァー,D,11:10,11:52,24,14.819,124,7.106,24,14.790,124,6.947,
28.3,2010/11/05 ,728,3,竹富島南,カタグァー,D,14:25,15:05,24,15.390,124,5.414,24,15.444,124,5.314,
28.5,2011/05/02 ,764,1,西表島外離島西,フカバナリ,D,11:28,12:05,24,22.819,123,42.677,24,22.870,123,42.581,
28.5,2011/05/02 ,765,2,西表島網取湾,アミトリ,D,13:04,13:49,24,20.787,123,41.370,24,20.928,123,40.995,
28.5,2011/05/02 ,766,3,西表島外離島西,フカバナリ,D,15:07,15:47,24,22.962,123,43.184,24,23.004,123,42.817,
28.7,2004/08/15 ,43,1,黒島東,ケングチ,A,11:11,12:04,24,13.745,124,2.488,,,,,
28.7,2004/08/15 ,44,2,小浜島北西,クバマビシ,A,15:17,16:03,24,22.142,123,57.797,,,,,
28.7,2004/08/15 ,45,3,竹富島南,カタグァー,A,17:04,17:55,24,15.243,124,5.427,,,,,
29.0,2008/05/05 ,386,1,竹富島南東,ウーロンマガイ,A,10:10,11:07,24,15.261,124,7.881,24,15.232,124,7.874,
29.0,2008/05/05 ,387,2,竹富島南東,ウーロンマガイ,A,12:42,13:46,24,15.435,124,8.319,24,15.432,124,8.320,
29.0,2008/08/01 ,421,1,黒島東,ケングチ,D,09:55,10:49,24,12.925,124,1.435,24,13.190,124,1.806,
29.0,2008/08/01 ,422,2,黒島南西,,D,11:35,12:29,24,13.177,123,59.854,24,12.740,124,0.155,
29.0,2008/08/01 ,423,3,黒島南西,,D,15:08,16:12,24,12.957,123,59.193,24,13.308,123,59.716,
29.3,2006/09/22 ,223,1,波照間島北西,,D,10:33,11:18,24,4.430,123,45.306,24,4.260,123,45.001,
29.3,2006/09/22 ,224,2,波照間島西,,D,11:56,13:10,24,3.097,123,44.564,24,2.863,123,44.918,
29.3,2006/09/22 ,225,3,波照間島南西,,D,15:04,16:06,24,2.854,123,44.905,24,3.135,123,44.678,
29.3,2010/11/06 ,729,1,西表島野原崎北,ヨナランジュ,D,10:45,11:09,24,21.902,123,57.311,24,22.274,123,57.066,123.951061
29.3,2010/11/06 ,730,2,ヨナラ水道,,D,11:44,12:23,24,22.111,123,57.216,24,21.792,123,57.073,
29.3,2010/11/06 ,731,3,小浜島北西,クバマビシ,D,13:59,14:36,24,22.082,123,57.503,24,21.782,123,57.301,
29.5,2011/05/03 ,767,1,石垣島玉取崎,タマトリトゥガイ,D,10:03,10:50,24,28.559,124,17.550,24,28.579,124,17.742,
29.5,2011/05/03 ,768,2,石垣島伊原間東,イバルマグチ,D,11:16,11:57,24,30.324,124,17.868,24,29.900,124,17.771,
29.5,2011/05/03 ,769,3,石垣島玉取崎,タマトリトゥガイ,D,14:13,14:52,24,28.683,124,17.643,24,28.768,124,17.977,
